store_nbr,city,store_type,promotion_bin,baseline_row_count,baseline_squared_log_error_sum,baseline_mean_actual_sales,baseline_mean_predicted_sales,baseline_mean_signed_error,baseline_mean_onpromotion,baseline_rmsle,baseline_error_share,experiment_row_count,experiment_squared_log_error_sum,experiment_mean_actual_sales,experiment_mean_predicted_sales,experiment_mean_signed_error,experiment_mean_onpromotion,experiment_rmsle,experiment_error_share,rmsle_delta,mean_predicted_sales_delta,mean_signed_error_delta
41,Machala,D,0,16,3.59423272801597,0.5625,0.4772105650871719,-0.08528943491282806,0.0,0.4739615443271723,0.005540436475661843,16,3.572427730409431,0.5625,0.48962901478938936,-0.07287098521061063,0.0,0.47252167479448964,0.0087295691721652,-0.0014398695326826583,0.012418449702217449,0.012418449702217435
5,Santo Domingo,D,0,16,3.4514901356649283,0.9375,0.7528838057120545,-0.18461619428794554,0.0,0.4644546624580897,0.005320401679604328,16,3.401752026323107,0.9375,0.7823224977602496,-0.1551775022397504,0.0,0.46109597877794833,0.008312506749279235,-0.003358683680141361,0.02943869204819516,0.02943869204819513
10,Quito,C,2-5,4,3.272253606197649,8.75,3.104607945386907,-5.645392054613093,2.5,0.9044685741082508,0.005044112223473389,4,3.2603821823992734,8.75,3.1188383154193895,-5.6311616845806105,2.5,0.9028264205260158,0.007967056001350496,-0.001642153582234962,0.014230370032482398,0.014230370032482398
15,Ibarra,C,2-5,7,3.0257859658178328,9.857142857142858,7.222817279919945,-2.634325577222912,3.142857142857143,0.6574611303902126,0.004664187380491833,7,2.7154566000518394,9.857142857142858,8.34596652443859,-1.5111763327042687,3.142857142857143,0.6228341444044129,0.006635478171436177,-0.03462698598579972,1.1231492445186442,1.1231492445186435
20,Quito,B,2-5,6,3.0061533943067333,30.333333333333332,15.282423711712363,-15.050909621620969,4.166666666666667,0.7078315941788618,0.004633924171750984,6,2.7794895630149714,30.333333333333332,17.068128714158078,-13.265204619175256,4.166666666666667,0.6806234351699149,0.006791948846749541,-0.02720815900894691,1.7857050024457148,1.785705002445713
11,Cayambe,B,6-10,9,2.3356156395020156,27.666666666666668,19.29377578456072,-8.372890882105947,6.777777777777778,0.5094240363720162,0.003600303892777233,9,1.9208956525833332,27.666666666666668,20.866392405026662,-6.800274261640005,6.777777777777778,0.4619879330534911,0.004693892427549764,-0.04743610331852505,1.5726166204659435,1.5726166204659426
7,Quito,D,0,16,2.248678218362318,0.4375,0.31784649430924616,-0.11965350569075385,0.0,0.37488983534852593,0.003466291630458248,16,2.2911701589923554,0.4375,0.32667151955885054,-0.11082848044114946,0.0,0.3784152942694338,0.00559869363286804,0.003525458920907887,0.008825025249604379,0.008825025249604393
12,Latacunga,C,2-5,8,2.0376629009678466,9.75,8.384419057106179,-1.3655809428938204,3.625,0.5046859049160981,0.0031410158206024276,8,1.9658217806956815,9.75,8.322894618836983,-1.427105381163016,3.625,0.49570931258849693,0.00480367372267742,-0.008976592327601174,-0.061524438269195514,-0.061524438269195736
19,Guaranda,C,2-5,6,1.9977554845299328,8.333333333333334,6.993881857400763,-1.3394514759325695,3.0,0.5770262103420047,0.0030794993517442477,6,2.184044864818365,8.333333333333334,6.994703344175249,-1.3386299891580855,3.0,0.6033303220208044,0.005336922720717714,0.026304111678799647,0.0008214867744857912,0.0008214867744840149
49,Quito,A,11-50,15,1.8953550940734403,298.46666666666664,229.4565676286248,-69.01009903804187,12.266666666666667,0.3554673068955325,0.0029216512374624715,15,2.377075524570087,298.46666666666664,358.62424029469264,60.15757362802596,12.266666666666667,0.39808504322318594,0.00580861161796469,0.04261773632765342,129.16767266606783,129.16767266606783
53,Manta,D,0,16,1.827789798930594,0.3125,0.2963872033732184,-0.01611279662678163,0.0,0.33798944130425457,0.002817500712433748,16,1.849599263635644,0.3125,0.31352416945780187,0.0010241694578018816,0.0,0.3399999323194458,0.004519672875465748,0.0020104910151912403,0.017136966084583483,0.01713696608458351
42,Cuenca,D,0,16,1.4996032052395525,0.25,0.2522375522907988,0.0022375522907987985,0.0,0.3061457174736763,0.0023116077689034147,16,1.4676555293059947,0.25,0.2606254693519409,0.010625469351940899,0.0,0.3028670840180964,0.0035863567945485196,-0.0032786334555798824,0.008387917061142114,0.0083879170611421
17,Quito,C,0,10,1.4622696374000035,0.3,0.2019338429831125,-0.09806615701688749,0.0,0.38239634378482273,0.002254058835187313,10,1.4738720466331914,0.3,0.2021158203250105,-0.09788417967498952,0.0,0.38391041228823053,0.0036015474497871932,0.001514068503407795,0.00018197734189798198,0.0001819773418979681
11,Cayambe,B,2-5,7,1.2490362568549878,16.714285714285715,13.320300637103179,-3.393985077182535,4.428571428571429,0.422414193629054,0.0019253639262039354,7,1.0788463369313068,16.714285714285715,14.111489830710449,-2.6027958835752676,4.428571428571429,0.3925823547689083,0.0026362643096210425,-0.029831838860145732,0.7911891936072699,0.7911891936072672
39,Cuenca,B,2-5,12,1.0625747660066371,6.166666666666667,5.551183700638194,-0.6154829660284733,2.6666666666666665,0.29756998700678766,0.0016379373393972563,12,1.3501637561630988,6.166666666666667,5.395766391810763,-0.7709002748559043,2.6666666666666665,0.3354305387810193,0.0032992543985838284,0.03786055177423164,-0.1554173088274311,-0.155417308827431
14,Riobamba,C,2-5,6,1.0540490024902605,6.333333333333333,5.5897442969086795,-0.7435890364246546,3.0,0.4191358177827048,0.001624795048749017,6,1.2009392284267388,6.333333333333333,6.035573590336618,-0.2977597429967158,3.0,0.4473885761517868,0.0029346099787766456,0.028252758369081976,0.44582929342793864,0.44582929342793876
30,Guayaquil,C,0,16,1.0010285376874877,0.125,0.18965695514359882,0.06465695514359882,0.0,0.2501285341688708,0.0015430650831683012,16,1.0340847933941064,0.125,0.19531860595062597,0.07031860595062596,0.0,0.2542248996206541,0.002526885192659566,0.004096365451783268,0.005661650807027158,0.005661650807027144
13,Latacunga,C,2-5,5,0.9785702933547868,10.8,6.948702071618851,-3.851297928381149,3.2,0.44239581674215384,0.0015084461573791226,5,0.7751640079542799,10.8,7.46477118362355,-3.33522881637645,3.2,0.3937420495589161,0.0018941874651818812,-0.04865376718323772,0.5160691120046987,0.5160691120046992
22,Puyo,C,2-5,4,0.9659739894586392,7.75,11.815606600301255,4.065606600301255,3.75,0.49141987888633465,0.0014890292117203865,4,1.3539473021076474,7.75,13.57373203601647,5.823732036016469,3.75,0.581796206181264,0.0033084998553240316,0.09037632729492939,1.7581254357152147,1.7581254357152138
14,Riobamba,C,0,9,0.9122110151514448,0.2222222222222222,0.2790787693532506,0.05685654713102839,0.0,0.31836579505542306,0.0014061546828759294,9,0.9015728953348706,0.2222222222222222,0.2793354917900676,0.057113269567845376,0.0,0.3165039749328892,0.0022030796834826383,-0.001861820122533886,0.000256722436817014,0.00025672243681698625
35,Playas,C,0,16,0.8097931196395606,0.0625,0.2251896690598535,0.1626896690598535,0.0,0.22497126478168836,0.001248279584908137,16,0.8447163396983225,0.0625,0.2323471197325357,0.1698471197325357,0.0,0.22977112793200358,0.0020641452465182766,0.00479986315031522,0.007157450672682197,0.007157450672682197
4,Quito,D,0,16,0.75300535073182,0.0625,0.21331218522611783,0.1508121852261178,0.0,0.21693970226940654,0.0011607423968525439,16,0.7510375484000321,0.0625,0.22060063975434308,0.15810063975434308,0.0,0.21665605640046623,0.0018352321514702968,-0.00028364586894030763,0.007288454528225241,0.007288454528225269
22,Puyo,C,0,10,0.7424457852055836,0.1,0.2729093842824334,0.17290938428243335,0.0,0.2724785835998095,0.0011444650418686345,10,0.747204221245666,0.1,0.27221366749726383,0.1722136674972638,0.0,0.2733503651443813,0.0018258650495780093,0.000871781544571848,-0.0006957167851695534,-0.0006957167851695534
1,Quito,D,0,16,0.6974537755080059,0.0,0.20828671222324907,0.20828671222324907,0.0,0.208784245021626,0.0010751107761588035,16,0.6774526734648174,0.0,0.20787606136841363,0.20787606136841363,0.0,0.20576878308322447,0.0016554204647833664,-0.003015461938401548,-0.00041065085483543706,-0.00041065085483543706
37,Cuenca,D,0,16,0.6491930332563508,0.0,0.21781530135225255,0.21781530135225255,0.0,0.20143128996886736,0.0010007178258555594,16,0.6946313164337861,0.0,0.22648904337232675,0.22648904337232675,0.0,0.20836136224624668,0.0016973981235068796,0.006930072277379323,0.008673742020074204,0.008673742020074204
