fold_id,baseline_row_count,baseline_squared_log_error_sum,baseline_mean_actual_sales,baseline_mean_predicted_sales,baseline_mean_signed_error,baseline_mean_onpromotion,baseline_rmsle,baseline_error_share,experiment_row_count,experiment_squared_log_error_sum,experiment_mean_actual_sales,experiment_mean_predicted_sales,experiment_mean_signed_error,experiment_mean_onpromotion,experiment_rmsle,experiment_error_share,rmsle_delta,mean_predicted_sales_delta,mean_signed_error_delta
1,864,162.7820620580405,1.3668981481481481,1.2743113401920285,-0.0925868079561197,0.0023148148148148147,0.43405663734013833,0.13946800242798466,864,159.1628661722469,1.3668981481481481,1.1969784213697896,-0.16991972677835848,0.0023148148148148147,0.42920424076650554,0.17483430224576588,-0.004852396573632789,-0.07733291882223892,-0.07733291882223878
2,864,355.65479644652623,7.063657407407407,1.3323816019457937,-5.731275805461614,0.25,0.6415898190333004,0.30471701480622954,864,341.96820507496267,7.063657407407407,1.3625822852560516,-5.701075122151355,0.25,0.6291236235046155,0.3756389537482658,-0.012466195528684887,0.030200683310257936,0.030200683310258825
3,864,648.7273599841453,59.947916666666664,18.501495921897522,-41.44642074476914,2.2974537037037037,0.8665113108514519,0.5558149827657858,864,409.2329942009452,59.947916666666664,31.679054864540536,-28.268861802126132,2.2974537037037037,0.6882218383949223,0.4495267440059682,-0.1782894724565296,13.177558942643014,13.17755894264301
