fold_id,row_count,squared_log_error_sum,mean_abs_log_error,actual_zero_rate,mean_actual_sales,mean_predicted_sales,mean_signed_error,mean_onpromotion,rmsle
1,864,162.7820620580405,0.33163377533900684,0.5798611111111112,1.3668981481481481,1.2743113401920285,-0.0925868079561197,0.0023148148148148147,0.43405663734013833
2,864,355.65479644652623,0.40146556187979465,0.5902777777777778,7.063657407407407,1.3323816019457937,-5.731275805461614,0.25,0.6415898190333004
3,864,648.7273599841453,0.5546988474206144,0.4837962962962963,59.947916666666664,18.501495921897522,-41.44642074476914,2.2974537037037037,0.8665113108514519
