store_nbr,city,state,store_type,cluster,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
23,Ambato,Tungurahua,D,9,0,16,32,0.18323411932236924,0.15794408795977025,0.025290031362598997,0.008628407562400617,0.00015978532522964106,0.0008280764969657468,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.19503284465681442,0.19503284465681442,0.0
15,Ibarra,Imbabura,C,15,0,9,32,0.1880868876164795,0.16433799494359666,0.023748892672882826,0.008369700711172587,8.718438240804778e-05,0.0004907918415019046,0.010416666666666666,0.018518518518518517,False,1.0,0.0,0.19727806827464503,0.19727806827464503,0.0
40,Machala,El Oro,C,3,0,16,32,0.19363797711244005,0.18400966030095142,0.009628316811488624,0.0036361110961263127,6.733539066900579e-05,0.0009247808800569591,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.20748300292275132,0.20748300292275132,0.0
1,Quito,Pichincha,D,13,0,16,32,0.208784245021626,0.20178249723090547,0.007001747790720547,0.0028746847805099923,5.3234903342777634e-05,0.0010751107761588035,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.20828671222324907,0.20828671222324907,0.0
19,Guaranda,Bolivar,C,15,0,7,32,0.18047401770751104,0.1691266405610804,0.011347377146430637,0.003967050520014125,3.214045560196629e-05,0.0003514513361637918,0.008101851851851851,0.018518518518518517,False,1.0,0.0,0.18402670568928,0.18402670568928,0.0
54,El Carmen,Manabi,C,3,0,16,32,0.17823060731535453,0.17429605216156654,0.003934555153787989,0.0013870355848925806,2.568584416467742e-05,0.0007834699466913549,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.1886843602976918,0.1886843602976918,0.0
6,Quito,Pichincha,D,13,0,16,32,0.18749117733488574,0.18606160644839112,0.0014295708864946188,0.0005340201842655989,9.889262671585166e-06,0.0008670006846458445,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.19435581356965564,0.19435581356965564,0.0
2,Quito,Pichincha,D,13,0,16,32,0.1884386067601441,0.18727271862286554,0.0011658881372785534,0.0004380373773052518,8.111803283430588e-06,0.0008757850698591669,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.19537475613241534,0.19537475613241534,0.0
35,Playas,Guayas,C,3,0,16,32,0.22497126478168836,0.23081645136289916,-0.005845186581210804,-0.0026641642422890605,0.0,0.001248279584908137,0.018518518518518517,0.018518518518518517,False,0.9375,0.0625,0.2251896690598535,0.1626896690598535,0.0
28,Guayaquil,Guayas,E,10,0,16,32,0.6220074834153343,0.628351057190484,-0.0063435737751497134,-0.00793174164772159,0.0,0.009542210383952553,0.018518518518518517,0.018518518518518517,False,0.0625,2.1875,3.44838149668649,1.2608814966864899,0.0
33,Quevedo,Los Rios,C,3,0,16,32,0.1815136143082157,0.19019971010172143,-0.008686095793505738,-0.0032287375435471888,0.0,0.0008125988009517442,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.19230995149632366,0.19230995149632366,0.0
4,Quito,Pichincha,D,9,0,16,32,0.21693970226940654,0.22950785345440453,-0.012568151184997989,-0.005611020376509679,0.0,0.0011607423968525439,0.018518518518518517,0.018518518518518517,False,0.9375,0.0625,0.21331218522611783,0.1508121852261178,0.0
24,Guayaquil,Guayas,D,1,0,16,32,0.1991479509011849,0.2129329210557622,-0.013784970154577303,-0.005680522521198703,0.0,0.0009781589936113692,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.2146509153081261,0.2146509153081261,0.0
