family,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
LAWN AND GARDEN,1,21,27,0.4284620842131042,0.48223210018240353,-0.05377001596929931,-0.04896804083809447,0.0,0.0007556671757968013,0.0007365319865319865,0.0004734848484848485,False,0.0,21.142857142857142,18.944606525716427,-2.198250617140716,1.0
HOME APPLIANCES,0,864,1711,0.3396035436458602,0.41111460636712466,-0.07151106272126445,-0.05368465271157019,0.0,0.019531906664014595,0.030303030303030304,0.030004910213243547,False,0.8530092592592593,0.20023148148148148,0.32765534580580924,0.12742386432432773,0.0
LAWN AND GARDEN,2-5,36,62,0.3304509544117501,0.42436158249730166,-0.09391062808555156,-0.07088491942797766,0.0,0.0007705538470494979,0.0012626262626262627,0.0010872615039281706,False,0.0,14.11111111111111,13.594553833725046,-0.5165572773860657,3.2222222222222223
HOME AND KITCHEN I,0,422,97,0.5138179457154642,0.6141581151164175,-0.10034016940095325,-0.11318130902409096,0.0,0.02183823117643039,0.014800785634118968,0.0017010381593714928,False,0.002369668246445498,27.251184834123222,22.179545941517674,-5.071638892605548,0.0
GROCERY II,6-10,4,6,0.3020706410117311,0.4127859987171217,-0.1107153577053906,-0.07914560857565348,0.0,7.154239863736795e-05,0.00014029180695847364,0.00010521885521885521,False,0.0,27.75,32.826536391609196,5.076536391609196,6.0
CLEANING,6-10,123,68,0.27224860776043724,0.3839075037785836,-0.11165889601814638,-0.07326566703000678,0.0,0.0017869932730501916,0.004313973063973064,0.0011924803591470258,False,0.0,836.5365853658536,1033.3675618370369,196.8309764711831,8.715447154471544
LAWN AND GARDEN,11-50,4,15,0.08109287969801413,0.2144299959544962,-0.13333711625648206,-0.03940416802732866,0.0,5.155988125161323e-06,0.00014029180695847364,0.00026304713804713804,False,0.0,52.5,52.733858642078154,0.2338586420781521,11.25
SCHOOL AND OFFICE SUPPLIES,2-5,72,22,0.5855593218071553,0.8320699509384074,-0.2465106291312521,-0.34946068389938795,0.0,0.004839057312926935,0.0025252525252525255,0.00038580246913580245,False,0.0,12.25,8.974954119652562,-3.2750458803474385,3.3333333333333335
SCHOOL AND OFFICE SUPPLIES,6-10,64,6,1.0693212165389647,1.5416748957854642,-0.4723536792464995,-1.2333136201547505,0.0,0.014344414055618072,0.002244668911335578,0.00010521885521885521,False,0.0,91.609375,44.63021844132941,-46.97915655867059,7.375
SCHOOL AND OFFICE SUPPLIES,1,10,8,0.8004874335065444,1.3044474511318922,-0.5039600176253478,-1.060803021562596,0.0,0.0012560169729900871,0.00035072951739618404,0.00014029180695847364,False,0.0,5.2,2.7358096091524793,-2.464190390847521,1.0
SCHOOL AND OFFICE SUPPLIES,11-50,103,8,1.9813792146603286,3.254718172601734,-1.2733389579414052,-6.66732679077599,0.0,0.07926088212501135,0.003612514029180696,0.00014029180695847364,False,0.0,430.99029126213594,116.19126318998516,-314.79902807215075,12.262135922330097
