store_nbr,city,state,store_type,cluster,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
46,Quito,Pichincha,A,14,2-5,52,84,0.349177123741216,0.27277783059456806,0.07639929314664795,0.047516918880309594,8.666104734063199e-05,0.0012427431596047855,0.001823793490460157,0.001473063973063973,False,0.0,114.88032692307692,118.01544756306265,3.1351206399857343,2.980769230769231
37,Cuenca,Azuay,D,2,11-50,56,161,0.24818285436095427,0.13404853281353962,0.11413432154741465,0.04362572004928803,8.56846353381078e-05,0.0006761110725786642,0.001964085297418631,0.002823372615039282,False,0.0,1540.9604465,1786.308275906137,245.3478294061371,23.196428571428573
22,Puyo,Pastaza,C,7,11-50,54,179,0.3332091182597203,0.25722705443655913,0.0759820638231612,0.04486255895731173,8.49669677221813e-05,0.0011752059611531925,0.001893939393939394,0.0031390291806958474,False,0.0,1098.4788703703703,1005.3947664399029,-93.08410393046746,22.75925925925926
20,Quito,Pichincha,B,6,2-5,36,96,0.4194441299065676,0.3326442521279393,0.0867998777786283,0.0652811796393215,8.242573186783016e-05,0.0012414728137710982,0.0012626262626262627,0.0016835016835016834,False,0.0,319.60119441666666,335.8986016931948,16.297407276528123,3.5277777777777777
20,Quito,Pichincha,B,6,11-50,72,181,0.3088745390638162,0.25319771209664765,0.055676826967168525,0.03129439947090802,7.902626129017176e-05,0.0013464281664377002,0.0025252525252525255,0.0031741021324354656,False,0.0,1709.9475004166666,1570.6119876540747,-139.33551276259212,21.27777777777778
4,Quito,Pichincha,D,9,6-10,72,64,0.2516069503211859,0.18100993490718173,0.07059701541400418,0.030541460914825534,7.712490130006448e-05,0.0008934376195584976,0.0025252525252525255,0.001122334455667789,False,0.0,881.775625,1038.2515881916306,156.4759631916307,7.861111111111111
33,Quevedo,Los Rios,C,3,1,51,56,0.43109742938069123,0.37799646117036867,0.05310096821032256,0.042963668961318036,7.684999708989968e-05,0.0018578365968547326,0.0017887205387205388,0.0009820426487093155,False,0.0,81.35562745098039,75.50624796767768,-5.849379483302711,1.0
36,Libertad,Guayas,E,10,11-50,56,177,0.2590108633931384,0.17135393909653507,0.08765692429660332,0.037724454911759936,7.409404724531974e-05,0.0007363943663224966,0.001964085297418631,0.003103956228956229,False,0.0,1524.5394285714285,1293.2351592505693,-231.3042693208592,21.142857142857142
46,Quito,Pichincha,A,14,6-10,79,78,0.21821284769737231,0.14678506404015776,0.07142778365721456,0.02607099187492339,7.223654454682056e-05,0.0007373508688205254,0.002770763187429854,0.001367845117845118,False,0.0,1653.644253164557,2020.5502745766905,366.90602141213344,8.556962025316455
31,Babahoyo,Los Rios,B,10,2-5,33,87,0.35584790880915607,0.2541375502886778,0.10171035852047827,0.06204183973711923,7.180768488092503e-05,0.0008190855173253835,0.0011574074074074073,0.0015256734006734007,False,0.0,293.97106060606063,316.3909932057276,22.419932599667,3.515151515151515
53,Manta,Manabi,D,13,1,33,80,0.4497947446083411,0.3753605803880323,0.0744341642203088,0.061419746968042366,7.10876701019009e-05,0.0013086670409241756,0.0011574074074074073,0.0014029180695847362,False,0.0,59.67451515151515,58.061948488993224,-1.6125666625219268,1.0
33,Quevedo,Los Rios,C,3,0,313,620,0.4685137412912266,0.46164249375152033,0.006871247539706249,0.006391333741579935,7.01630001793813e-05,0.013467143098885461,0.010977833894500562,0.010872615039281707,False,0.3865814696485623,23.31054317891374,22.72293605850702,-0.5876071204067193,0.0
10,Quito,Pichincha,C,15,2-5,45,100,0.40004982136524614,0.3427915101795524,0.057258311185693744,0.04253384012318716,6.713042948735347e-05,0.0014116503709547515,0.0015782828282828283,0.0017536475869809204,False,0.0,180.45648888888888,175.29350414212936,-5.162984746759504,3.888888888888889
27,Daule,Guayas,D,1,2-5,47,100,0.3524276038923359,0.2897570824578243,0.06267052143451163,0.04024604915082283,6.634274376012462e-05,0.0011442585428771545,0.0016484287317620652,0.0017536475869809204,False,0.0,217.16321276595744,236.48977569892838,19.326562932970948,3.404255319148936
21,Santo Domingo,Santo Domingo de los Tsachilas,B,6,11-50,55,191,0.31019708923939215,0.24973479303533913,0.06046229620405302,0.03385476732018773,6.53062641207325e-05,0.001037348294339473,0.0019290123456790122,0.0033494668911335577,False,0.0,1729.0984181818183,1684.8482854544325,-44.25013272738554,23.01818181818182
5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,6-10,70,49,0.24916048282965822,0.18856429343924927,0.06059618939040895,0.0265244534436651,6.512036128845949e-05,0.0008518102050011578,0.0024551066217732885,0.0008592873176206509,False,0.0,618.6484285714286,724.5209707266582,105.87254215522971,7.8
15,Ibarra,Imbabura,C,15,6-10,65,68,0.23566502013832621,0.16474520718448898,0.07091981295383723,0.028397018426537492,6.473787169349526e-05,0.0007076036711128409,0.0022797418630751964,0.0011924803591470258,False,0.0,266.4718307692308,287.8337982934445,21.361967524213686,7.492307692307692
8,Quito,Pichincha,D,8,1,45,67,0.33827915615427995,0.27142992107951663,0.06684923507476331,0.04075858543121906,6.43285754911917e-05,0.0010093678370943402,0.0015782828282828283,0.0011749438832772167,False,0.0,79.95473333333332,84.87433221976141,4.919598886428078,1.0
52,Manta,Manabi,A,11,6-10,63,70,0.2517454869772425,0.1875453591638345,0.06420012781340803,0.02820252846951732,6.231619295663548e-05,0.0007826190375519127,0.0022095959595959595,0.0012275533108866443,False,0.0,1499.06126984127,1821.7970298279831,322.73575998671333,8.126984126984127
16,Santo Domingo,Santo Domingo de los Tsachilas,C,3,11-50,59,173,0.3513159374858682,0.30940536893251064,0.04191056855335756,0.02769120560731142,5.7301526754747953e-05,0.0014273621853096096,0.002069304152637486,0.003033810325476992,False,0.0,1188.9854745762711,1203.6239037366372,14.638429160365884,25.47457627118644
42,Cuenca,Azuay,D,2,2-5,41,85,0.3471952235595844,0.28639828241464704,0.06079694114493733,0.03852054709252985,5.53922008555599e-05,0.0009687635982607236,0.0014379910213243546,0.0014906004489337822,False,0.0,184.41970731707318,214.97958141787467,30.559874100801462,3.1951219512195124
6,Quito,Pichincha,D,13,6-10,71,68,0.23391388941904884,0.18160189540078792,0.05231199401826092,0.021736459249988294,5.412768682481653e-05,0.0007614770879907398,0.002490179573512907,0.0011924803591470258,False,0.0,1094.5365915492957,1255.5326249999016,160.99603345060578,7.591549295774648
9,Quito,Pichincha,B,6,1,73,78,0.35219209842049265,0.3228422810570505,0.029349817363442166,0.01981213575171041,5.0725515918731056e-05,0.001774878169014553,0.0025603254769921437,0.001367845117845118,False,0.0,116.49239712328767,108.84058069668838,-7.651816426599298,1.0
