family,store_nbr,city,state,store_type,cluster,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
MEATS,13,Latacunga,Cotopaxi,C,15,16,32,0.33898302361527666,0.25328857834313456,0.0856944452721421,0.05075438638026902,2.848169830542594e-05,0.0003603813867397348,0.0005611672278338945,0.0005611672278338945,False,0.0,162.9588765625,166.7580099325711,3.799133370071104,2.0
"LIQUOR,WINE,BEER",7,Quito,Pichincha,D,8,16,32,0.28002089404826397,0.16653623243123128,0.11348466161703269,0.05067738439119998,2.843848731268237e-05,0.00024591630775418715,0.0005611672278338945,0.0005611672278338945,False,0.0,158.75,189.0477361539855,30.29773615398551,4.5625
DELI,22,Puyo,Pastaza,C,7,16,32,0.27133161057569943,0.15329505448833677,0.11803655608736266,0.05012146916702087,2.812652590741912e-05,0.000230891124721447,0.0005611672278338945,0.0005611672278338945,False,0.0,146.8125,165.93075490078581,19.118254900785807,9.625
HOME CARE,40,Machala,El Oro,C,3,16,32,0.36985690568766955,0.2944708055603056,0.07538610012736396,0.05008107535752239,2.8103858225321205e-05,0.0004290164231486644,0.0005611672278338945,0.0005611672278338945,False,0.0,459.0,454.8278517376049,-4.172148262395158,6.9375
BEAUTY,47,Quito,Pichincha,A,14,16,32,0.35520373582628834,0.275897673125032,0.07930606270125634,0.05005016790914464,2.8086513978195645e-05,0.00039569585723473296,0.0005611672278338945,0.0005611672278338945,False,0.0,24.9375,18.716289762505106,-6.221210237494896,1.5625
HOME AND KITCHEN II,50,Ambato,Tungurahua,A,14,16,32,0.4234730703477826,0.36012513370028876,0.06334793664749383,0.04963932938712717,2.785596486370773e-05,0.0005624164947048096,0.0005611672278338945,0.0005611672278338945,False,0.0,35.8125,38.832898096971206,3.0203980969712063,1.125
CELEBRATION,53,Manta,Manabi,D,13,16,32,0.5888602289960074,0.5451411014119739,0.04371912758403351,0.04957754884457033,2.782129564790703e-05,0.0010875040947547494,0.0005611672278338945,0.0005611672278338945,False,0.0,9.375,6.003501925721446,-3.3714980742785534,0.0
PRODUCE,25,Salinas,Santa Elena,D,1,16,32,0.31034591031127917,0.21689461458660794,0.09345129572467123,0.04927131021026334,2.764944456243734e-05,0.0003020636787411674,0.0005611672278338945,0.0005611672278338945,False,0.0,1931.50825625,1505.8596979083934,-425.64855834160664,23.0
SCHOOL AND OFFICE SUPPLIES,7,Quito,Pichincha,D,8,16,32,0.37488983534852593,0.30287894554789896,0.07201088980062698,0.04880673299143774,2.73887390524342e-05,0.0004407717829450439,0.0005611672278338945,0.0005611672278338945,False,0.625,0.4375,0.31784649430924616,-0.11965350569075385,0.0
HOME APPLIANCES,37,Cuenca,Azuay,D,2,16,32,0.41403355344606135,0.3504679276106748,0.06356562583538655,0.04859601509545136,2.7270491074888532e-05,0.0005376226159686025,0.0005611672278338945,0.0005611672278338945,False,0.875,0.25,0.43027595823765724,0.18027595823765719,0.0
PLAYERS AND ELECTRONICS,37,Cuenca,Azuay,D,2,16,32,0.42390148360006535,0.3621061177497072,0.061795365850358164,0.04857162728657166,2.7256805435786566e-05,0.0005635550254652292,0.0005611672278338945,0.0005611672278338945,False,0.0,14.6875,13.957063027017735,-0.7304369729822644,0.0
FROZEN FOODS,7,Quito,Pichincha,D,8,16,32,0.2742357138236003,0.16374060776000743,0.11049510606359286,0.04839424010672298,2.715726156381761e-05,0.00023586010024683157,0.0005611672278338945,0.0005611672278338945,False,0.0,208.4006875,258.02656075653334,49.62587325653333,1.1875
LAWN AND GARDEN,37,Cuenca,Azuay,D,2,16,32,0.39815048988335444,0.3321027864885117,0.06604770339484273,0.04823155180092112,2.7065966218249787e-05,0.0004971654757600477,0.0005611672278338945,0.0005611672278338945,False,0.0,21.625,26.692216599075007,5.067216599075007,0.8125
CLEANING,2,Quito,Pichincha,D,13,16,32,0.25103381919829715,0.12294386329465135,0.1280899559036458,0.04790278485946942,2.6881472985111908e-05,0.00019763821403626008,0.0005611672278338945,0.0005611672278338945,False,0.0,812.6875,1006.2829756245108,193.59547562451078,11.875
LINGERIE,32,Guayaquil,Guayas,C,3,16,32,0.43273469657975944,0.37394034108378127,0.05879435549597817,0.04742793893412178,2.6615005013536354e-05,0.0005872863276084323,0.0005611672278338945,0.0005611672278338945,False,0.6875,0.4375,0.3660692623811012,-0.0714307376188988,0.0
MEATS,39,Cuenca,Azuay,B,6,16,32,0.26760025541827165,0.15593817246292208,0.11166208295534957,0.04729318306884821,2.6539384438186425e-05,0.00022458435599859817,0.0005611672278338945,0.0005611672278338945,False,0.0,173.856374625,176.97515972646767,3.1187851014676635,2.4375
BABY CARE,31,Babahoyo,Los Rios,B,10,16,32,0.37010592121314195,0.29961267244104245,0.0704932487720995,0.04721063942976503,2.6493063653066794e-05,0.0004295943099583653,0.0005611672278338945,0.0005611672278338945,False,0.75,0.3125,0.23638759619814595,-0.07611240380185405,0.0
LADIESWEAR,12,Latacunga,Cotopaxi,C,15,16,32,0.5165969910571885,0.4687298387833978,0.04786715227379068,0.047164789403430746,2.6467334120892675e-05,0.0008369705912408775,0.0005611672278338945,0.0005611672278338945,False,0.0,7.625,6.560469250613703,-1.064530749386297,0.0
