family,store_nbr,city,state,store_type,cluster,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
LINGERIE,7,Quito,Pichincha,D,8,2-5,8,0,0.45120008045415616,,,,0.0,0.00031923815706993216,0.0002805836139169473,0.0,True,0.0,10.75,10.233342225371773,-0.5166577746282275,2.375
LINGERIE,2,Quito,Pichincha,D,13,1,6,0,0.515137785529987,,,,0.0,0.0003120933643881675,0.00021043771043771043,0.0,True,0.0,3.8333333333333335,6.6215062970806216,2.7881729637472876,1.0
BEAUTY,46,Quito,Pichincha,A,14,2-5,13,0,0.3467023801588359,,,,0.0,0.00030629751247936897,0.00045594837261503927,0.0,True,0.0,25.923076923076923,19.715391689582077,-6.207685233494846,2.0
BEAUTY,47,Quito,Pichincha,A,14,2-5,11,0,0.3744709187502088,,,,0.0,0.00030235374261484174,0.00038580246913580245,0.0,True,0.0,26.454545454545453,19.44554637456374,-7.008999079981717,2.0
HOME AND KITCHEN I,6,Quito,Pichincha,D,13,1,10,0,0.3920353143455003,,,,0.0,0.00030125679457171335,0.00035072951739618404,0.0,True,0.0,26.2,26.834684733606725,0.634684733606726,1.0
BEVERAGES,38,Loja,Loja,D,4,6-10,12,0,0.3507787730842853,,,,0.0,0.0002894238569009293,0.00042087542087542086,0.0,True,0.0,2078.0,2870.7085864499118,792.7085864499122,8.25
HOME AND KITCHEN I,52,Manta,Manabi,A,11,0,7,0,0.4451519280580604,,,,0.0,0.0002718948794644441,0.00024551066217732886,0.0,True,0.0,64.14285714285714,49.13312966370758,-15.009727479149559,0.0
HOME AND KITCHEN II,34,Guayaquil,Guayas,B,6,2-5,6,0,0.48054026432272856,,,,0.0,0.0002715796894878446,0.00021043771043771043,0.0,True,0.0,34.666666666666664,39.00312215316382,4.3364554864971545,2.0
PERSONAL CARE,38,Loja,Loja,D,4,11-50,11,0,0.34747995540297116,,,,0.0,0.0002603386632379112,0.00038580246913580245,0.0,True,0.0,399.1818181818182,473.0513327553475,73.86951457352934,11.636363636363637
HOME AND KITCHEN I,40,Machala,El Oro,C,3,0,10,0,0.3597918445748368,,,,0.0,0.0002537400967134348,0.00035072951739618404,0.0,True,0.0,29.2,27.27937753715587,-1.9206224628441295,0.0
BEAUTY,25,Salinas,Santa Elena,D,1,2-5,7,0,0.42766212801480274,,,,0.0,0.00025094936233844065,0.00024551066217732886,0.0,True,0.0,5.142857142857143,4.8230828347989725,-0.31977430805817025,2.0
HOME AND KITCHEN I,24,Guayaquil,Guayas,D,1,0,5,0,0.5035179065630111,,,,0.0,0.0002484770689207036,0.00017536475869809202,0.0,True,0.0,23.0,16.60274145056281,-6.3972585494371925,0.0
CLEANING,37,Cuenca,Azuay,D,2,6-10,8,0,0.39572870265238735,,,,0.0,0.00024556787987427785,0.0002805836139169473,0.0,True,0.0,757.375,1058.5476081756954,301.17260817569536,9.125
BEVERAGES,37,Cuenca,Azuay,D,2,6-10,11,0,0.3338921101549026,,,,0.0,0.00024037620258786816,0.00038580246913580245,0.0,True,0.0,2304.909090909091,3023.2067113014546,718.2976203923631,7.909090909090909
