store_nbr,city,state,store_type,cluster,row_count,rmsle,mean_abs_log_error,actual_zero_rate,predicted_zero_rate,mean_actual_sales,mean_predicted_sales,total_actual_sales,total_predicted_sales,mean_signed_error,mean_onpromotion
31,Babahoyo,Los Rios,B,10,1584,0.394608646605967,0.2895931727080891,0.13573232323232323,0.0012626262626262627,435.8681730164141,418.71616904126125,690415.186058,663246.4117613578,-17.152003975152905,7.766414141414141
17,Quito,Pichincha,C,12,1584,0.39357157603840326,0.27456327536273756,0.16351010101010102,0.001893939393939394,423.22958335227275,428.4969471971041,670395.66003,678739.1643602129,5.267363844831347,7.171085858585859
29,Guayaquil,Guayas,E,10,1584,0.39314593498617356,0.2852429902125163,0.13825757575757575,0.0012626262626262627,388.31744135164143,374.9114162084961,615094.827101,593859.6832742578,-13.406025143145314,8.244949494949495
50,Ambato,Tungurahua,A,14,1584,0.39178502796232706,0.2643439355207276,0.10101010101010101,0.0006313131313131314,655.9588591281565,672.2805513129696,1039038.832859,1064892.3932797438,16.32169218481298,7.70580808080808
5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1584,0.3909608596518597,0.2814073248116059,0.09974747474747475,0.0006313131313131314,308.6085492483586,321.2617169957415,488835.9420094,508878.5597212545,12.653167747382916,6.421085858585859
53,Manta,Manabi,D,13,1584,0.38977385566470724,0.27690576002286527,0.11742424242424243,0.0012626262626262627,357.6038396212121,356.5099044587286,566444.48196,564711.6886626261,-1.0939351624835634,6.198863636363637
48,Quito,Pichincha,A,14,1584,0.3837882676067131,0.2549584132205547,0.11237373737373738,0.0006313131313131314,787.3977500669191,773.4105326281872,1247238.036106,1225082.2836830486,-13.987217438731914,7.871843434343434
9,Quito,Pichincha,B,6,1584,0.3808508601166514,0.2679555747056422,0.09722222222222222,0.0012626262626262627,555.0694633974116,546.362493440377,879230.0300215,865438.189609557,-8.706969957034667,8.630050505050505
38,Loja,Loja,D,4,1584,0.3807865288483055,0.267457794233899,0.12247474747474747,0.001893939393939394,406.8211477630682,410.55675017749184,644404.6980567,650321.8922811471,3.735602414423684,6.506944444444445
47,Quito,Pichincha,A,14,1584,0.3792226112293571,0.23945401064499328,0.08396464646464646,0.0012626262626262627,1156.2267636174242,1158.3148860861868,1831463.19357,1834770.7795605198,2.0881224687625255,8.428030303030303
27,Daule,Guayas,D,1,1584,0.3762449831730333,0.27558837948912795,0.0946969696969697,0.0,462.305029571654,466.2036499108238,732291.1668415,738466.581458745,3.898620339169786,6.806818181818182
1,Quito,Pichincha,D,13,1584,0.37417762628859297,0.2645628587713447,0.12436868686868686,0.003787878787878788,309.32167369867426,330.40297345528427,489965.5311387,523358.3099531703,21.08129975661004,6.174873737373737
44,Quito,Pichincha,A,5,1584,0.37255385148662407,0.23788708668528666,0.07954545454545454,0.0012626262626262627,1353.5648591856059,1387.985574512005,2144046.73695,2198569.150027016,34.42071532639905,8.676136363636363
51,Guayaquil,Guayas,A,17,1584,0.36950063067104905,0.25817304766575994,0.09217171717171717,0.0006313131313131314,721.8959407632576,739.5441841675482,1143483.170169,1171437.9877213964,17.648243404290685,7.075757575757576
42,Cuenca,Azuay,D,2,1584,0.36321886734476017,0.2571663188909657,0.125,0.001893939393939394,385.38932510921717,404.77391667993226,610456.690973,641161.8840210127,19.384591570715102,6.480429292929293
37,Cuenca,Azuay,D,2,1584,0.357626152094828,0.2610289259406214,0.12815656565656566,0.0,409.9639450691288,430.1837956992522,649382.8889895,681411.1323876155,20.219850630123453,6.917929292929293
52,Manta,Manabi,A,11,1584,0.3528541783521309,0.2535957450811499,0.08712121212121213,0.0012626262626262627,693.9531665675505,716.1165437627851,1099221.815843,1134328.6053202515,22.163377195234627,7.46780303030303
7,Quito,Pichincha,D,8,1584,0.3465869716900958,0.2445918497839731,0.09217171717171717,0.0006313131313131314,574.3780784621213,639.5072221487866,909814.876284,1012979.4398836779,65.12914368666529,7.113636363636363
2,Quito,Pichincha,D,13,1584,0.3454553272399501,0.24445234805034713,0.12436868686868686,0.001893939393939394,442.15782206439394,471.5356697558648,700377.99015,746912.5008932898,29.377847691470812,7.032828282828283
24,Guayaquil,Guayas,D,1,1584,0.3453263548807222,0.2408735463311966,0.12878787878787878,0.0,530.6592573955177,550.5420658696398,840564.2637145,872058.6323375094,19.882808474122076,7.076388888888889
49,Quito,Pichincha,A,11,1584,0.34083527545121284,0.22208640655523632,0.08838383838383838,0.0006313131313131314,1035.1239805157827,1114.7079462349986,1639636.385137,1765697.386836238,79.58396571921587,8.332070707070708
4,Quito,Pichincha,D,9,1584,0.3390174843556557,0.24405982007933943,0.12310606060606061,0.0012626262626262627,378.1959198377525,396.76576635784676,599062.337023,628476.9739108293,18.569846520094224,6.64520202020202
6,Quito,Pichincha,D,13,1584,0.3255298923098066,0.2252766392477125,0.12184343434343434,0.003787878787878788,521.3530750328283,557.4234815045344,825823.270852,882958.7947031824,36.07040647170611,7.16729797979798
46,Quito,Pichincha,A,14,1584,0.3246484441456165,0.22165844328304127,0.07954545454545454,0.0006313131313131314,925.8291326717172,949.1106189863909,1466513.346152,1503391.2204744432,23.28148631467368,8.263257575757576
8,Quito,Pichincha,D,8,1584,0.3137065748484233,0.21802077371899117,0.09595959595959595,0.0,655.4376731477273,694.946562378428,1038213.274266,1100795.35480743,39.50888923070076,7.378156565656566
3,Quito,Pichincha,D,8,1584,0.30401455441657654,0.20717302414613323,0.06628787878787878,0.0,1089.90776378851,1130.1219183791575,1726413.897841,1790113.1187125854,40.214154590647304,7.881944444444445
